Name,Type,File,Line,IsReExport,OriginalFile,UsageCount
loadRegistry,function,src/types/math-trace-registry.ts,12,false,,0
lowerCoy,const,src/types/advanced.ts,272,false,,0
M2,type,src/structures/ring/Ring.ts,71,false,,0
M2ZnRing,function,src/structures/ring/Ring.ts,73,false,,0
make,function,src/number/Rational.ts,4,false,,0
makeCommutingSquaresDouble,function,src/types/category-to-nerve-sset.ts,559,false,,0
makeFreeCategory,function,src/types/category-to-nerve-sset.ts,35,false,,0
makeIdentityMorphism,function,src/types/quiver-pushout.ts,535,false,,0
makeInnerHorn2,function,src/types/category-to-nerve-sset.ts,391,false,,0
makeInnerHornN,function,src/types/category-to-nerve-sset.ts,937,false,,0
makeKleisliDiagramTools,function,src/universal/monad/Diagram.ts,18,false,,0
makeRel,function,src/types/rel-common.ts,149,false,,0
makeRelationsDouble,function,src/types/category-to-nerve-sset.ts,865,false,,0
makeRelFactory,function,src/types/rel-common.ts,141,false,,0
makeRelId,function,src/types/rel-common.ts,158,false,,0
makeSchema,function,src/types/quiver-pushout.ts,524,false,,0
makeSchemes,function,src/types/adt-rec-schemes.ts,6,false,,0
makeSSet,function,src/types/sset-quasicat.ts,73,false,,0
makeSubgroup,function,src/algebra/group/SubgroupOps.ts,5,false,,0
map,const,src/types/ultrafilter-monad.ts,32,false,,0
mapChildren,function,src/types/optics-rewrite.ts,72,false,,0
mapChildrenWithWriter,function,src/types/optics-rewrite.ts,431,false,,0
mapEither,function,src/types/adt-sum-prod.ts,66,false,,0
mapF,const,src/types/adt-fix.ts,20,false,,0
mapFunctionSpace,function,src/types/ran-set.ts,83,false,,0
mapNerve,function,src/types/category-to-nerve-sset.ts,188,false,,0
mapOption,function,src/types/adt-sum-prod.ts,51,false,,0
mapRose,const,src/types/adt-rose.ts,58,false,,0
mapsEqual,function,src/top/Embeddings.ts,11,false,,0
mapTree,const,src/types/adt-tree.ts,44,false,,0
mapWriter,function,src/types/optics-rewrite.ts,366,false,,0
Mat,type,src/types/snf-witness.ts,8,false,,3
match,function,src/types/adt-match.ts,3,false,,1
matchPartial,function,src/types/adt-match.ts,16,false,,0
matchWith,function,src/types/adt-match.ts,29,false,,0
mateLeftToRight,function,src/types/catkit-adjunction.ts,146,false,,0
mateRightToLeft,function,src/types/catkit-adjunction.ts,168,false,,0
MATH_TAG,const,src/types/math-trace-annot.ts,14,false,,0
MathRecord,interface,src/types/math-trace-types.ts,14,false,,0
matMul,function,src/types/finvect.ts,18,false,,0
matricesEqual,function,src/types/snf-surface-api.ts,69,false,,0
Matrix,type,src/types/snf-surface-api.ts,10,false,,1
matrixMultiply,function,src/types/snf-surface-api.ts,46,false,,0
matrixShape,function,src/types/snf-surface-api.ts,38,false,,0
matrixToKernel,function,src/prob/MarkovKernelIso.ts,26,false,,0
matrixZeros,function,src/types/snf-surface-api.ts,42,false,,0
maximals,function,src/types/catkit-posets.ts,259,false,,0
MaxMonoid,const,src/types/measured-fingertree.ts,275,false,,0
measured,function,src/types/fingertree.ts,13,false,,2
Measured,type,src/types/measured-fingertree.ts,11,false,,2
MeasuredFingerTree,type,src/types/measured-fingertree.ts,38,false,,0
meet,function,src/types/catkit-posets.ts,266,false,,0
MeetSemilattice,interface,src/types/algebraic.ts,43,false,,0
member,function,src/set/Set.ts,19,false,,0
mergeSchemas,function,src/types/quiver-pushout.ts,313,false,,0
MigrationStep,interface,src/types/quiver-pushout.ts,382,false,,0
MiniFinSet,const,src/types/mini-finset.ts,156,false,,0
minimals,function,src/types/catkit-posets.ts,252,false,,0
minimizeWitness,function,src/types/property-shrinking.ts,30,false,,0
MinMonoid,const,src/types/measured-fingertree.ts,280,false,,0
missingInnerHorns2,function,src/types/catkit-homology.ts,695,false,,0
mkCodensityMonad,function,src/types/codensity-monad.ts,42,false,,0
mkFiniteGroup,function,src/algebra/group/FiniteGroups.ts,3,false,,0
mkFiniteSet,function,src/set/Set.ts,11,false,,0
mkSquare,function,src/types/double-functor.ts,41,false,,0
mkSurjection,function,src/types/surjection-types.ts,17,false,,0
mkUltrafilterMonad,function,src/types/ultrafilter-monad.ts,17,false,,0
modHom,function,src/algebra/group/examples/cyclic.ts,18,false,,0
ModLike,type,src/types/optics-rewrite.ts,150,false,,0
modularLawWitness,re-export,src/types/index.ts,170,true,./allegory-witness.js,0
Monad,interface,src/types/functors.ts,70,false,,22
MonadAssociativityWitness,type,src/types/witnesses.ts,101,false,,0
MonadError,interface,src/types/functors.ts,77,false,,0
MonadLawWitness,type,src/types/witnesses.ts,64,false,,0
MonadLeftUnitWitness,type,src/types/witnesses.ts,86,false,,0
MonadReader,interface,src/types/functors.ts,81,false,,0
MonadRightUnitWitness,type,src/types/witnesses.ts,94,false,,0
MonadState,interface,src/types/functors.ts,86,false,,0
MonadThrow,interface,src/types/functors.ts,73,false,,0
MonadWriter,interface,src/types/functors.ts,91,false,,0
Mono,type,src/order/Domain.ts,36,false,,6
Monoid,type,src/types/measured-fingertree.ts,10,false,,6
MonoidArray,const,src/types/catkit-traversal.ts,36,false,,0
MonoidFirstFree,const,src/types/optics-free.ts,132,false,,0
MonoidFree,interface,src/types/optics-free.ts,71,false,,0
MonoidHom,type,src/algebra/semiringlike/Monoid.ts,18,false,,0
monoidLaws,function,src/laws/Monoid.ts,9,false,,0
monoidNormalForm,re-export,src/universal/rewrite/index.ts,26,true,./Oriented,0
MonoidSig,const,src/universal/examples/MonoidSig.ts,4,false,,0
MonoidSum,const,src/types/catkit-traversal.ts,37,false,,0
Monotone,type,src/order/Poset.ts,27,false,,0
monotoneAsFunctor,function,src/types/catkit-posets.ts,81,false,,0
Moore,type,src/coalgebra/Coalgebra.ts,2,false,,0
Mor,type,src/types/mini-finset.ts,39,false,,4
mu,const,src/types/ultrafilter-monad.ts,37,false,,0
mul,const,src/types/optics-rewrite.ts,68,false,,0
Mul,const,src/types/adt-expr-op.ts,28,false,,0
MulF,const,src/types/adt-expr-op.ts,18,false,,0
mulOne,const,src/types/optics-rewrite.ts,210,false,,0
multiplicationTable,function,src/algebra/group/IsoClass.ts,49,false,,0
multiPointEvaluation,function,src/types/codensity-nat-view.ts,410,false,,0
must,function,src/util/guards.ts,2,false,,0
mvalue,function,src/types/measured-fingertree.ts,48,false,,0
N_free,const,src/types/category-to-nerve-sset.ts,224,false,,0
nand2,const,src/types/mini-finset.ts,225,false,,0
Nat,interface,src/types/catkit-equivalence.ts,10,false,,21
Nat1,type,src/category/Nat.ts,12,false,,0
NatCo,interface,src/types/copresheaf.ts,18,false,,0
natEq,const,src/gadt/basic/Nat.ts,11,false,,0
natFormToDoc,function,src/types/freeapp-coyo.ts,168,false,,0
natFormToReaderValidation,function,src/types/freeapp-coyo.ts,144,false,,0
NatIso,interface,src/types/catkit-equivalence.ts,62,false,,0
NatPsh,interface,src/types/presheaf.ts,18,false,,0
natToEnd,function,src/types/codensity-nat-view.ts,156,false,,0
natToUltrafilter,function,src/types/ultrafilter-nat-bridge.ts,21,false,,0
NatTrans,interface,src/types/codensity-nat-bridge.ts,11,false,,0
naturalityLaws,function,src/laws/Natural.ts,12,false,,0
naturalityWitness,function,src/types/witnesses.ts,324,false,,0
NaturalityWitness,type,src/types/witnesses.ts,51,false,,0
nCube,function,src/types/diagram-dsl.ts,284,false,,0
neg,function,src/number/Rational.ts,18,false,,0
Neg,const,src/types/adt-expr-op.ts,29,false,,0
NegF,const,src/types/adt-expr-op.ts,21,false,,0
neighborhoods,function,src/types/topology-convergence.ts,9,false,,0
Nerve,function,src/types/category-to-nerve-sset.ts,126,false,,45
nerveOfPoset,function,src/types/sset-quasicat.ts,565,false,,0
nerveToSSetUpTo3,function,src/types/nerve-quasicat-bridge.ts,16,false,,0
Nil,const,src/types/adt-list.ts,24,false,,0
NilF,const,src/types/adt-list.ts,9,false,,0
Node,type,src/types/fingertree.ts,53,false,,2
node2,function,src/types/fingertree.ts,57,false,,0
node3,function,src/types/fingertree.ts,61,false,,0
nodeSize,function,src/types/fingertree.ts,65,false,,0
nodeToArray,function,src/types/fingertree.ts,69,false,,0
None,const,src/types/strong-monad.ts,14,false,,0
noneFree,const,src/types/optics-free.ts,129,false,,0
normalize,re-export,src/universal/rewrite/index.ts,16,true,./Rules,0
normalizeHead,re-export,src/universal/rewrite/index.ts,16,true,./Rules,0
normalizeRecursive,re-export,src/universal/rewrite/index.ts,16,true,./Rules,0
NormalSubgroup,interface,src/algebra/group/NormalSubgroup.ts,12,false,,1
not2,const,src/types/mini-finset.ts,231,false,,0
NSimplex,type,src/types/category-to-nerve-sset.ts,110,false,,0
num,const,src/types/gadt-expr.ts,26,false,,1
Num,const,src/types/adt-expr-op.ts,26,false,,1
numberStringPrism,const,src/types/catkit-prisms.ts,176,false,,0
numericRangeAbstraction,function,src/types/spec-impl.ts,185,false,,0
numericRangeAbstraction exported from spec-impl.js,re-export,src/types/index.ts,151,true,./spec-impl-refactored.js,0
NumF,const,src/types/adt-expr-op.ts,12,false,,0
NumT,const,src/types/gadt-expr.ts,11,false,,0
Obj,type,src/types/sset-quasicat.ts,9,false,,0
objectwisePshDiagram,function,src/types/diagram-dsl.ts,187,false,,0
ObjPair,type,src/types/spec-impl.ts,17,false,,0
of,const,src/types/ultrafilter-monad.ts,31,false,,2
Ok,const,src/types/freeapp-coyo.ts,88,false,,0
one,const,src/number/Rational.ts,12,false,,1
ONE_CATEGORY,const,src/types/catkit-comma-categories.ts,151,false,,0
OperationResult,interface,src/bench/rel-benchmark.ts,39,false,,0
opOf,function,src/universal/Signature.ts,9,false,,0
OpSym,type,src/universal/Signature.ts,1,false,,0
OpticsBridge,interface,src/types/optics-profunctor-bridge-safe.ts,380,false,,0
opticsLawcheckDemo,function,src/examples/optics-lawcheck-demo.ts,14,false,,0
optimize,function,src/types/gadt-expr.ts,92,false,,0
optimizeExpr,const,src/types/adt-expr-op.ts,48,false,,0
Option,type,src/types/strong-monad.ts,13,false,,0
optionalField,function,src/types/freeapp-coyo.ts,205,false,,0
OptionFree,type,src/types/optics-free.ts,128,false,,0
optionMaxEMMonoid,const,src/types/strong-monad.ts,556,false,,0
optionStringEMMonoid,const,src/types/em-monoid-examples.ts,122,false,,0
optionSumEMMonoid,const,src/types/strong-monad.ts,544,false,,0
optionTraversal,function,src/types/catkit-traversal.ts,145,false,,0
or2,const,src/types/mini-finset.ts,213,false,,0
Ord,interface,src/types/algebraic.ts,17,false,,9
orderSpectrum,function,src/algebra/group/iso/IsoClass.ts,18,false,,0
Out,const,src/types/adt-fix.ts,8,false,,3
over,function,src/types/catkit-prisms.ts,110,false,,0
overFree,const,src/types/optics-free.ts,117,false,,0
overO,function,src/types/catkit-traversal.ts,169,false,,0
P2Free,type,src/types/optics-free.ts,38,false,,0
pack,const,src/gadt/Reduction.ts,28,false,,0
pair,const,src/types/gadt-expr.ts,29,false,,5
Pair,type,src/types/rel-equipment.ts,51,false,,5
PairClass,type,src/types/category-to-nerve-sset.ts,1161,false,,0
pairHom,function,src/structures/ring/RingCategory.ts,31,false,,0
PairingScheme,interface,src/structures/group/pairing/PairingScheme.ts,4,false,,5
pairIntoProduct,function,src/structures/group/builders/Product.ts,47,false,,0
PairT,const,src/types/gadt-expr.ts,13,false,,0
pairTo2x2,function,src/types/mini-finset.ts,257,false,,0
para,const,src/types/adt-fix.ts,63,false,,0
parallelPair,function,src/types/diagram-dsl.ts,266,false,,0
parityHom,function,src/structures/group/homs/Examples24.ts,7,false,,0
ParityMismatchWitness,interface,src/types/rel-parity-guards.ts,70,false,,0
Path,type,src/types/optics-rewrite.ts,352,false,,3
PathMor,type,src/types/category-to-nerve-sset.ts,29,false,,0
pathToString,function,src/types/optics-rewrite.ts,382,false,,0
PERFORMANCE_MODE,const,src/types/config.ts,15,false,,0
PerformanceMode,type,src/types/config.ts,14,false,,0
pi1,const,src/types/mini-finset.ts,196,false,,0
pi2,const,src/types/mini-finset.ts,201,false,,0
PIso,type,src/types/advanced.ts,59,false,,0
PIsoFree,type,src/types/optics-free.ts,82,false,,0
placeholder,const,src/types/instances.ts,15,false,,0
PLens,type,src/types/advanced.ts,60,false,,0
PLensFree,type,src/types/optics-free.ts,83,false,,0
Plus,interface,src/types/functors.ts,59,false,,0
PO_Q,const,src/types/category-to-nerve-sset.ts,371,false,,0
Poly,type,src/structures/ring/Poly.ts,4,false,,1
PolyRing,function,src/structures/ring/Poly.ts,12,false,,0
popL,function,src/types/measured-fingertree.ts,103,false,,0
popR,function,src/types/measured-fingertree.ts,125,false,,0
POptic,type,src/types/advanced.ts,57,false,,0
Poset,interface,src/types/catkit-posets.ts,16,false,,11
posetEqFromLeq,function,src/order/Poset.ts,10,false,,0
posetFromPairs,function,src/order/dsl.ts,5,false,,0
posetLaws,function,src/laws/Order.ts,6,false,,0
powerFunctor,function,src/types/codensity-nat-view.ts,26,false,,0
powersetCPO,function,src/order/Domain.ts,94,false,,0
powersetLattice,function,src/order/Lattice.ts,18,false,,0
powersetPoset,function,src/types/catkit-posets.ts,211,false,,0
PPrism,type,src/types/advanced.ts,61,false,,0
PPrismFree,type,src/types/optics-free.ts,84,false,,0
pr1,function,src/types/topology.ts,467,false,,0
pr2,function,src/types/topology.ts,472,false,,0
precomposeFunctionSpace,function,src/types/ran-set.ts,105,false,,0
precomposeSetFunctor,function,src/types/catkit-kan-transport.ts,68,false,,0
pred,const,src/gadt/basic/Nat.ts,9,false,,0
preimage,function,src/types/topology.ts,91,false,,0
preImage,function,src/types/rel-equipment.ts,257,false,,0
preimageSub,function,src/types/rel-equipment.ts,338,false,,0
Presheaf,interface,src/types/presheaf.ts,12,false,,16
prettyChain,function,src/types/catkit-homology.ts,618,false,,0
prettyComparison,function,src/types/optics-rewrite.ts,538,false,,0
prettyLog,function,src/types/optics-rewrite.ts,513,false,,0
preview,function,src/types/catkit-prisms.ts,95,false,,0
previewFree,const,src/types/optics-free.ts,137,false,,0
previewO,function,src/types/catkit-traversal.ts,194,false,,0
Prime,type,src/structures/ring/Spec.ts,34,false,,0
primePowerFactorization,function,src/structures/ring/CRT.ts,8,false,,0
principal,function,src/types/ultrafilter-monad.ts,101,false,,0
principalFromCodensity,function,src/types/ultrafilter.ts,241,false,,0
principalUltrafilter,function,src/types/ultrafilter.ts,78,false,,0
printAudit,function,src/types/quiver-pushout.ts,512,false,,0
printDiagonalExplanation,function,src/types/snf-surface-api.ts,273,false,,0
printExpr,const,src/types/category-to-nerve-sset.ts,1032,false,,0
printExprAlg,const,src/types/advanced.ts,308,false,,0
printLawCheck,function,src/types/display-helpers.ts,231,false,,0
printLawCheckGroup,function,src/types/display-helpers.ts,252,false,,0
printLawCheckReport,function,src/types/rel-lawcheck-witnessed.ts,441,false,,0
printLawCheckResults,function,src/types/rel-lawcheck.ts,496,false,,0
printLawCheckSummary,function,src/types/display-helpers.ts,270,false,,0
printMissingHorns2,function,src/types/sset-quasicat.ts,614,false,,0
printMorphism,function,src/types/quiver-pushout.ts,507,false,,0
printProgress,function,src/types/display-helpers.ts,465,false,,0
printQCReport,function,src/types/sset-quasicat.ts,602,false,,0
printQuiver,function,src/types/quiver-pushout.ts,501,false,,0
printRel,function,src/types/rel-equipment.ts,466,false,,0
printSNFVerification,function,src/types/snf-surface-api.ts,255,false,,0
printSquare,function,src/types/double-functor.ts,278,false,,0
printSubset,function,src/types/rel-equipment.ts,471,false,,0
printTestSummary,function,src/types/rel-lawcheck.ts,517,false,,0
prism,function,src/types/catkit-prisms.ts,80,false,,6
Prism,type,src/types/optics-witness.ts,101,false,,6
prismFree,const,src/types/optics-free.ts,105,false,,0
PrismLawReport,type,src/types/catkit-prisms.ts,118,false,,0
PrismWitness,type,src/types/optics-witness.ts,106,false,,0
Prob,type,src/prob/Dist.ts,4,false,,7
probeCodense,function,src/types/codense-probe.ts,8,false,,0
probeCodensity,function,src/types/codensity-probe.ts,17,false,,0
product,function,src/top/Topology.ts,35,false,,0
Product,function,src/algebra/group/Group.ts,41,false,,9
productCarrier,function,src/types/topology.ts,303,false,,0
productEM,function,src/types/em-monoid-examples.ts,219,false,,0
productGroup,function,src/structures/group/builders/Product.ts,6,false,,0
productGroupTuples,function,src/structures/group/builders/Product.ts,29,false,,0
productLift,function,src/structures/ab/AbCategory.ts,46,false,,0
ProductMonoid,const,src/types/measured-fingertree.ts,270,false,,0
productPoset,function,src/order/Poset.ts,46,false,,0
productRing,function,src/structures/ring/RingCategory.ts,9,false,,0
productSet,function,src/algebra/group/SubgroupOps.ts,21,false,,0
productTopology,function,src/types/topology.ts,382,false,,0
Prof,interface,src/types/catkit-adjunction.ts,101,false,,2
ProfDict,interface,src/types/catkit-prisms.ts,18,false,,0
Profunctor,interface,src/types/functors.ts,42,false,,2
Profunctor2,interface,src/types/advanced.ts,38,false,,0
ProfunctorFree,interface,src/types/optics-free.ts,40,false,,0
ProfunctorLens,type,src/types/optics-witness.ts,170,false,,0
ProfunctorPrism,type,src/types/optics-witness.ts,176,false,,0
ProfunctorTraversal,type,src/types/optics-profunctor-bridge-safe.ts,46,false,,0
proj1,function,src/top/ProductUP.ts,4,false,,0
proj2,function,src/top/ProductUP.ts,5,false,,0
projections,function,src/structures/ring/RingCategory.ts,23,false,,0
projectionToQuotient,function,src/universal/Congruence.ts,149,false,,0
projToQuotient,function,src/structures/group/Quotient.ts,94,false,,0
prompt,const,src/types/shift-reset.ts,77,false,,0
propLens,function,src/types/catkit-optics.ts,129,false,,0
ProTrans,interface,src/types/category-to-nerve-sset.ts,1101,false,,0
pshCoequalizer,function,src/types/presheaf-colimits.ts,36,false,,0
pshColimitGeneral,function,src/types/presheaf-colimits-general.ts,56,false,,0
pshCoproduct,function,src/types/presheaf-colimits.ts,11,false,,0
pshLimitGeneral,function,src/types/presheaf-limits-general.ts,14,false,,0
pshPullbackGeneral,function,src/types/presheaf-limits-general.ts,39,false,,0
pshPushout,function,src/types/presheaf-colimits.ts,67,false,,0
pshPushoutGeneral,function,src/types/presheaf-pushout-general.ts,13,false,,0
PTraversal,type,src/types/advanced.ts,199,false,,0
PTraversalFree,type,src/types/optics-free.ts,189,false,,0
pullbackViaSlice,function,src/types/catkit-comma-kan-bridge.ts,99,false,,0
pure,const,src/types/ultrafilter-monad.ts,36,false,,0
Pure,const,src/types/optics-rewrite.ts,60,false,,0
pureOptics,const,src/types/optics-free.ts,204,false,,0
push,function,src/prob/Markov.ts,39,false,,3
pushforwardUltrafilter,function,src/types/topology-convergence.ts,34,false,,0
pushL,function,src/types/measured-fingertree.ts,74,false,,0
pushout,function,src/types/quiver-pushout.ts,53,false,,3
pushoutQuiver,function,src/types/category-to-nerve-sset.ts,302,false,,0
PushoutResult,interface,src/types/quiver-pushout.ts,34,false,,0
pushPrompt,const,src/types/shift-reset.ts,117,false,,0
pushR,function,src/types/measured-fingertree.ts,89,false,,0
PVal,type,src/types/catkit-prisms.ts,17,false,,0
Q_ABC,const,src/types/category-to-nerve-sset.ts,215,false,,0
Q0,const,src/types/category-to-nerve-sset.ts,358,false,,0
Q1,const,src/types/category-to-nerve-sset.ts,356,false,,0
Q2,const,src/types/category-to-nerve-sset.ts,357,false,,0
QCReport,type,src/types/sset-quasicat.ts,297,false,,0
Qplus,const,src/algebra/group/NumberGroups.ts,14,false,,0
QuasiCategory,interface,src/types/category-to-nerve-sset.ts,441,false,,0
Quiver,interface,src/types/category-to-nerve-sset.ts,22,false,,2
QuiverMorphism,interface,src/types/quiver-pushout.ts,16,false,,0
quotient,function,src/set/Quotient.ts,4,false,,0
Quotient,interface,src/structures/group/builders/Quotient.ts,42,false,,10
quotientAlgebra,function,src/universal/Congruence.ts,122,false,,0
quotientGroup,function,src/structures/group/builders/Quotient.ts,59,false,,0
QuotientGroup,function,src/algebra/group/QuotientGroup.ts,7,false,,3
quotientRing,function,src/structures/ring/Ideal.ts,51,false,,0
quotientSurjection,function,src/types/surjection-types.ts,95,false,,0
R_to_Cstar_expix,function,src/structures/group/homs/Examples24.ts,30,false,,0
randomBitRel,function,src/types/bitrel.ts,319,false,,0
range,function,src/types/rel-equipment.ts,273,false,,0
RanSet,function,src/types/ran-set.ts,232,false,,0
RanSetDirect,function,src/types/ran-set.ts,264,false,,0
Rational,type,src/number/Rational.ts,2,false,,1
Reader,type,src/types/strong-monad.ts,72,false,,0
ReaderLens,type,src/types/freeapp-coyo.ts,176,false,,0
readerOps,function,src/types/freeapp-coyo.ts,113,false,,0
rectangle,function,src/types/topology.ts,325,false,,0
refines,function,src/types/ultrafilter-monad.ts,180,false,,0
refl,const,src/gadt/Reduction.ts,14,false,,0
registerLawful,function,src/laws/registry.ts,8,false,,0
regularFunction,const,src/laws/examples/ESLintDemo.ts,28,false,,0
Rel,class,src/types/rel-equipment.ts,53,false,,54
REL_IMPL,const,src/types/config.ts,8,false,,0
relabel,function,src/algebra/group/iso/CanonicalTable.ts,32,false,,0
RelationalLawResults,type,src/types/rel-lawcheck.ts,50,false,,0
RelationGenerator,class,src/bench/rel-benchmark.ts,61,false,,0
RelBenchmark,class,src/bench/rel-benchmark.ts,175,false,,0
RelCat,function,src/types/category-to-nerve-sset.ts,776,false,,0
relEqual,function,src/types/allegory-witness.ts,57,false,,0
relEqWitness,function,src/types/witnesses.ts,207,false,,0
RelEqWitness,type,src/types/witnesses.ts,15,false,,0
RelFactory,interface,src/types/rel-common.ts,101,false,,0
RelImpl,type,src/types/config.ts,5,false,,0
RelOrder,const,src/types/rel-equipment.ts,236,false,,0
relsEqualByInclusions,function,src/types/category-to-nerve-sset.ts,1071,false,,0
RelStrategy,type,src/types/rel-common.ts,99,false,,0
renameVertices,function,src/types/quiver-pushout.ts,290,false,,0
RenamingDoubleFunctor,class,src/types/double-functor.ts,118,false,,0
replaceAt,function,src/types/rope.ts,79,false,,0
Representable,interface,src/types/advanced.ts,28,false,,0
req,const,src/algebra/ring/Ring.ts,12,false,,0
reset,const,src/types/shift-reset.ts,29,false,,2
resetDisplayConfig,function,src/types/display-helpers.ts,498,false,,0
ResidualAdjunctionWitness,type,src/types/witnesses.ts,141,false,,0
reverse,function,src/types/fingertree.ts,314,false,,0
review,function,src/types/catkit-prisms.ts,103,false,,0
rewrite,function,src/types/optics-rewrite.ts,152,false,,6
RewritePrism,interface,src/types/optics-rewrite.ts,14,false,,0
RewriteRule,type,src/universal/rewrite/Rules.ts,6,false,,0
rewriteW,function,src/types/optics-rewrite.ts,473,false,,0
rewriteWDetailed,function,src/types/optics-rewrite.ts,501,false,,0
rewriteWithExistingOptic,function,src/types/optics-rewrite-bridge.ts,39,false,,0
Right,const,src/types/catkit-prisms.ts,8,false,,0
rightFree,const,src/types/optics-free.ts,31,false,,0
RightKan_Set,re-export,src/types/kan-index.ts,12,true,./catkit-kan.js,0
rightKanCommaCategory,function,src/types/catkit-comma-kan-bridge.ts,58,false,,0
rightPrism,function,src/types/catkit-prisms.ts,158,false,,0
rightResidual,function,src/types/rel-equipment.ts,298,false,,0
rightWhisker,function,src/types/category-to-nerve-sset.ts,1338,false,,0
Ring,interface,src/types/algebraic.ts,39,false,,12
RingEq,type,src/structures/ring/Ring.ts,3,false,,0
ringHom,function,src/algebra/ring/Hom.ts,23,false,,0
RingHom,type,src/structures/ring/RingHom.ts,3,false,,0
RingWitnesses,interface,src/algebra/ring/Hom.ts,12,false,,0
Rope,type,src/types/rope.ts,16,false,,9
Rose,type,src/types/adt-rose.ts,27,false,,1
RoseF,const,src/types/adt-rose.ts,9,false,,0
roseHeight,const,src/types/adt-rose.ts,49,false,,0
roseLeaves,const,src/types/adt-rose.ts,52,false,,0
roseSize,const,src/types/adt-rose.ts,46,false,,0
RProd,function,src/algebra/ring/Ring.ts,25,false,,0
rule,re-export,src/universal/rewrite/index.ts,16,true,./Rules,0
Rule,type,src/types/optics-rewrite.ts,157,false,,3
ruleFromExistingOptic,function,src/types/optics-rewrite-bridge.ts,49,false,,0
RuleRegistry,class,src/types/optics-rewrite.ts,307,false,,0
run,const,src/types/ultrafilter-monad.ts,35,false,,0
runAll,function,src/laws/registry.ts,23,false,,0
runAllExamples,function,src/laws/examples.ts,110,false,,0
runAllTests,function,src/types/rel-lawcheck.ts,429,false,,0
runComprehensiveLawChecks,function,src/types/rel-lawcheck-witnessed.ts,355,false,,0
runDelimited,const,src/types/shift-reset.ts,153,false,,0
runEMMonoidDemo,function,src/examples/em-monoid-demo.ts,17,false,,0
runInterpreter,function,src/types/freeapp-coyo.ts,237,false,,0
runLaws,function,src/laws/Witness.ts,47,false,,0
runParityTests,function,src/types/rel-parity-guards.ts,456,false,,0
runQuickstartExamples,function,src/examples/quickstart-examples.ts,13,false,,0
S,const,src/gadt/basic/Nat.ts,5,false,,620
s1,const,src/types/category-to-nerve-sset.ts,235,false,,0
safeDiv,const,src/types/shift-reset.ts,172,false,,0
safeGetter,function,src/types/optics-profunctor-bridge-safe.ts,60,false,,0
SafeGetter,type,src/types/optics-profunctor-bridge-safe.ts,15,false,,0
safeLens,function,src/types/optics-profunctor-bridge-safe.ts,65,false,,0
SafeLens,type,src/types/optics-profunctor-bridge-safe.ts,19,false,,0
safePrism,function,src/types/optics-profunctor-bridge-safe.ts,73,false,,0
SafePrism,type,src/types/optics-profunctor-bridge-safe.ts,24,false,,0
safeTraversal,function,src/types/optics-profunctor-bridge-safe.ts,81,false,,0
SafeTraversal,type,src/types/optics-profunctor-bridge-safe.ts,29,false,,0
sameCoset,function,src/algebra/group/Quotient.ts,25,false,,0
sameIsoClass,function,src/algebra/group/IsoClass.ts,34,false,,0
Samples,const,src/prob/MarkovKernelIso.ts,68,false,,0
satisfies,function,src/universal/Equation.ts,11,false,,0
searchFillInnerHorn,function,src/types/category-to-nerve-sset.ts,955,false,,0
searchMathRecords,function,src/types/math-trace-registry.ts,78,false,,0
secondIsomorphism,function,src/algebra/group/SecondIso.ts,19,false,,0
SecondIsoResult,interface,src/algebra/group/SecondIso.ts,10,false,,0
selfPrism,function,src/types/optics-rewrite.ts,124,false,,0
Semigroup,interface,src/types/algebraic.ts,22,false,,1
Semigroupoid,interface,src/types/algebraic.ts,68,false,,0
semilatticeNormalForm,re-export,src/universal/rewrite/index.ts,26,true,./Oriented,0
Semiring,interface,src/types/algebraic.ts,32,false,,0
sequenceFA,function,src/types/freeapp-coyo.ts,189,false,,0
sequenceRules,function,src/types/optics-rewrite-bridge.ts,116,false,,0
set,const,src/types/advanced.ts,140,false,,81
setEqual,const,src/types/ultrafilter.ts,113,false,,0
setFree,const,src/types/optics-free.ts,120,false,,0
SetFunctor,interface,src/types/catkit-kan.ts,21,false,,0
setGlobalRelStrategy,function,src/types/rel-common.ts,200,false,,0
setHom,function,src/cat/set/SetCat.ts,42,false,,0
SetHom,interface,src/cat/set/SetCat.ts,24,false,,0
setL,function,src/types/catkit-optics.ts,91,false,,0
SetMonad,interface,src/universal/rewrite/SetMonad.ts,22,false,,0
SetMonadFromTheory,interface,src/universal/monad/LawvereMonad.ts,27,false,,0
SetNat,interface,src/types/catkit-kan-transport.ts,27,false,,0
SetNatIso,interface,src/types/catkit-kan-transport.ts,32,false,,0
setO,function,src/types/catkit-traversal.ts,177,false,,0
SetObj,type,src/types/catkit-kan.ts,27,false,,0
SetValuedFunctor,type,src/types/codensity-set.ts,21,false,,0
SetWitnesses,interface,src/cat/set/SetCat.ts,32,false,,0
shift,const,src/types/shift-reset.ts,47,false,,2
shouldShowMore,function,src/types/display-helpers.ts,351,false,,0
show,function,src/types/optics-rewrite.ts,108,false,,0
Show,interface,src/types/algebraic.ts,13,false,,0
show2Simplex,const,src/types/catkit-homology.ts,704,false,,0
showClasses,function,src/types/category-to-nerve-sset.ts,1091,false,,0
showE,function,src/types/gadt-expr.ts,49,false,,0
showExpr,const,src/types/adt-expr-op.ts,38,false,,0
showHomologyPath,const,src/types/catkit-homology.ts,703,false,,0
