Name,Type,File,Line,IsReExport,OriginalFile
demonstrateStrongMonads,function,src/types/strong-monad.ts,563,false,
demonstrateSumProductTypes,function,src/types/adt-sum-prod.ts,73,false,
demonstrateTopology,function,src/types/topology.ts,213,false,
demonstrateTorusHomology,function,src/examples/torus-homology-demo.ts,167,false,
demonstrateTypeSafeBridge,function,src/examples/type-safe-bridge-demo.ts,18,false,
demonstrateUltrafilter,function,src/types/ultrafilter.ts,294,false,
demonstrateUltrafilterConvergence,function,src/types/topology-convergence.ts,102,false,
demonstrateUltrafilterMonad,function,src/types/ultrafilter-monad.ts,203,false,
demonstrateUltrafilterNatBridge,function,src/types/ultrafilter-nat-bridge.ts,170,false,
demonstrateUnifiedLawCheck,function,src/examples/unified-lawcheck-demo.ts,16,false,
demonstrateUniformDisplay,function,src/examples/uniform-display-demo.ts,17,false,
demonstrateWitnessedLawChecking,function,src/types/rel-lawcheck-witnessed.ts,486,false,
demonstrateWriterRewrite,function,src/examples/writer-rewrite-demo.ts,15,false,
demonstrateYoneda,function,src/types/yoneda.ts,121,false,
deriveIntersectionLaw,function,src/types/ultrafilter-nat-bridge.ts,69,false,
deriveProjectionLaws,function,src/types/ultrafilter-nat-bridge.ts,140,false,
deriveUnionLaw,function,src/types/ultrafilter-nat-bridge.ts,107,false,
descendants,const,src/types/optics-rewrite.ts,144,false,
devPrint,function,src/types/display-helpers.ts,451,false,
DiagonalExplanation,interface,src/types/snf-surface-api.ts,26,false,
DiagramToFinSet,interface,src/types/diagram.ts,10,false,
diagRel,const,src/types/category-to-nerve-sset.ts,810,false,
Digit,type,src/types/fingertree.ts,18,false,
digitFromArray,function,src/types/fingertree.ts,42,false,
digitSize,function,src/types/fingertree.ts,24,false,
digitToArray,function,src/types/fingertree.ts,33,false,
DihedralCanonical,function,src/algebra/group/CanonicalGroups.ts,46,false,
dimOf,function,src/types/finvect.ts,34,false,
DinaturalityTransport,type,src/types/ran-set.ts,34,false,
directSum,function,src/structures/ab/examples/AbelianGroups.ts,14,false,
Disc,function,src/types/catkit-adjunction.ts,190,false,
discrete,function,src/types/topology.ts,44,false,
discreteCodensity,function,src/types/codensity-monad.ts,197,false,
discreteEMAlgebra,function,src/types/em-algebra-discrete.ts,31,false,
DiscreteEMAlgebra,interface,src/types/em-algebra-discrete.ts,17,false,
discretePoset,function,src/types/catkit-posets.ts,192,false,
discretePshDiagram,function,src/types/diagram-dsl.ts,213,false,
Dist,type,src/prob/Dist.ts,7,false,
DistMonad,const,src/prob/Dist.ts,29,false,
Distributive,interface,src/types/advanced.ts,33,false,
divisibilityPoset,function,src/types/catkit-posets.ts,239,false,
Doc,type,src/types/freeapp-coyo.ts,159,false,
DocOps,const,src/types/freeapp-coyo.ts,160,false,
domain,function,src/types/rel-equipment.ts,268,false,
DoubleCategory,interface,src/types/double-lax-functor.ts,25,false,
doubleDual,function,src/types/finvect.ts,61,false,
DoubleFunctor,interface,src/types/category-to-nerve-sset.ts,684,false,
DoubleLaxFunctor,re-export,src/types/index.ts,144,true,./double-lax-functor-interface.js
DoubleNaturalTransformation,interface,src/types/double-lax-functor.ts,84,false,
DoubleStrictFunctor,interface,src/types/double-lax-functor-interface.ts,54,false,
drop,function,src/types/measured-fingertree.ts,311,false,
dual,function,src/types/finvect.ts,54,false,
each,const,src/types/advanced.ts,201,false,
eachArray,const,src/types/catkit-traversal.ts,110,false,
eachFree,const,src/types/optics-free.ts,191,false,
Edge,type,src/types/sset-quasicat.ts,11,false,
EdgeLabel,type,src/types/quiver-pushout.ts,14,false,
Either,type,src/types/hkt.ts,29,false,
EitherFree,type,src/types/optics-free.ts,26,false,
eitherTraversal,function,src/types/catkit-traversal.ts,136,false,
ElemId,type,src/algebra/group/iso/CanonicalTable.ts,4,false,
elts,const,src/types/mini-finset.ts,15,false,
EMAlgebra,interface,src/types/strong-monad.ts,141,false,
EMAlgebraUnitWitness,type,src/types/witnesses.ts,118,false,
EMMonoid,interface,src/types/strong-monad.ts,146,false,
EMMonoidLawResults,type,src/types/strong-monad.ts,389,false,
EMMonoidWitness,type,src/types/witnesses.ts,78,false,
EMMultiplicativityWitness,type,src/types/witnesses.ts,125,false,
empty,function,src/types/measured-fingertree.ts,50,false,
Empty,const,src/types/fingertree.ts,82,false,
EMUnitMorphismWitness,type,src/types/witnesses.ts,133,false,
encodeSubsetProd,function,src/types/topology.ts,349,false,
EndFamily,type,src/types/ran-set.ts,28,false,
endMonoid,function,src/structures/group/endo/End.ts,43,false,
Endofunctor,interface,src/types/adt-functor.ts,7,false,
endToNat,function,src/types/codensity-nat-view.ts,97,false,
EnhancedCongruence,interface,src/algebra/group/EnhancedCongruence.ts,7,false,
EnhancedEMMonoid,interface,src/types/em-monoid-examples.ts,15,false,
EnhancedFiniteGroup,interface,src/algebra/group/EnhancedQuotientGroup.ts,7,false,
enhancedGroupHom,function,src/algebra/group/EnhancedGroupHom.ts,5,false,
EnhancedGroupHom,interface,src/algebra/group/EnhancedGroup.ts,9,false,
EnhancedIsoClass,class,src/algebra/group/iso/EnhancedIsoClass.ts,11,false,
EnhancedQuotient,interface,src/algebra/group/EnhancedQuotientGroup.ts,16,false,
enhancedQuotientGroup,function,src/algebra/group/EnhancedQuotientGroup.ts,26,false,
enumArray,function,src/types/strong-monad.ts,177,false,
enumerate,const,src/gadt/basic/BFin.ts,55,false,
enumerateAutomorphisms,function,src/structures/group/automorphisms/Aut.ts,58,false,
enumerateEndomorphisms,function,src/structures/group/endo/End.ts,12,false,
enumerateHoms,function,src/structures/ab/hom/Enumerate.ts,6,false,
enumerateIdeals,function,src/structures/ring/Spec.ts,5,false,
enumerateInnerHorns2,function,src/types/sset-quasicat.ts,162,false,
enumerateInnerHorns3,function,src/types/sset-quasicat.ts,250,false,
enumerateOuterHorns2,function,src/types/sset-quasicat.ts,199,false,
enumerateSliceObjects,function,src/types/catkit-comma-kan-bridge.ts,192,false,
enumerateTerms,function,src/universal/Congruence.ts,14,false,
enumOption,function,src/types/strong-monad.ts,172,false,
Env,type,src/types/freeapp-coyo.ts,141,false,
eq,function,src/number/Rational.ts,24,false,
Eq,type,src/types/eq.ts,1,false,
eqBy,const,src/types/eq.ts,8,false,
eqDist,function,src/prob/Dist.ts,19,false,
eqFromScheme,function,src/structures/group/pairing/PairingScheme.ts,11,false,
eqJSON,const,src/types/eq.ts,4,false,
eqOf,const,src/cat/set/SetCat.ts,9,false,
eqTerm,function,src/types/optics-rewrite.ts,91,false,
eqTy,function,src/types/gadt-expr.ts,169,false,
equalByGraph,function,src/set/Fn.ts,16,false,
equalRel,const,src/types/category-to-nerve-sset.ts,821,false,
equalSquares,function,src/types/double-functor.ts,183,false,
Equation,type,src/universal/Equation.ts,5,false,
equipmentWitness,re-export,src/types/index.ts,170,true,./allegory-witness.js
Equiv,type,src/algebra/group/EnhancedCongruence.ts,5,false,
EquivalenceWitness,type,src/types/witnesses.ts,38,false,
EqWit,interface,src/gadt/Reduction.ts,8,false,
Err,const,src/types/freeapp-coyo.ts,89,false,
escape,const,src/types/shift-reset.ts,107,false,
estimateMemoryUsage,function,src/bench/rel-benchmark.ts,109,false,
estimateSize,function,src/types/property-shrinking.ts,74,false,
eta,const,src/types/ultrafilter-monad.ts,38,false,
evalE,function,src/types/gadt-expr.ts,36,false,
evalExpr,const,src/types/category-to-nerve-sset.ts,1023,false,
evalExprAlg,const,src/types/advanced.ts,301,false,
evalHom,function,src/structures/ring/Poly.ts,61,false,
evalIso,function,src/types/finvect.ts,74,false,
evalPoly,function,src/structures/ring/Poly.ts,51,false,
evalTerm,function,src/universal/Algebra.ts,16,false,
evaluationNaturalTransformation,function,src/types/codensity-nat-view.ts,283,false,
everywhereBottomUp,function,src/types/optics-rewrite.ts,83,false,
exactAtMiddle,function,src/structures/ab/AbCategory.ts,79,false,
exampleArrayShrinking,function,src/types/property-shrinking.ts,396,false,
exampleDiscreteCodensity,function,src/types/codensity-of.ts,174,false,
exampleEndMonad,function,src/types/codensity-of.ts,135,false,
exampleMonadicComposition,function,src/types/codensity-monad.ts,324,false,
exampleObjectShrinking,function,src/types/property-shrinking.ts,421,false,
exampleTerminalCodensity,function,src/types/codensity-monad.ts,229,false,
exhaustive,function,src/types/adt-match.ts,62,false,
ExistingOptic,interface,src/types/optics-rewrite-bridge.ts,19,false,
Exists,type,src/gadt/Reduction.ts,26,false,
existsAlong,function,src/types/rel-equipment.ts,332,false,
exp_i,const,src/structures/group/Complex.ts,12,false,
explainDiagonal,function,src/types/snf-surface-api.ts,194,false,
Expr,type,src/types/gadt-expr.ts,17,false,
ExprF,type,src/types/optics-rewrite.ts,48,false,
ExprFFunctor,const,src/types/advanced.ts,286,false,
ExprFFunctorOptics,const,src/types/optics-free.ts,227,false,
ExprFOptics,type,src/types/optics-free.ts,223,false,
Extend,interface,src/types/foldable.ts,33,false,
extractCounterexamples,function,src/types/witnesses.ts,420,false,
extractLensComponents,function,src/types/optics-profunctor-bridge-safe.ts,469,false,
extractMathContext,function,src/types/math-trace-annot.ts,83,false,
extractMathTags,function,src/types/math-trace-annot.ts,28,false,
extractPrismComponents,function,src/types/optics-profunctor-bridge-safe.ts,480,false,
f1,const,src/types/category-to-nerve-sset.ts,219,false,
F2,const,src/types/finvect.ts,7,false,
faAp,function,src/types/freeapp-coyo.ts,41,false,
factCPS,const,src/types/cont.ts,207,false,
factorThroughQuotient,function,src/universal/Congruence.ts,159,false,
factorThroughSurjection,function,src/types/surjection-types.ts,165,false,
faLift2,function,src/types/freeapp-coyo.ts,56,false,
faLift3,function,src/types/freeapp-coyo.ts,60,false,
faMap,function,src/types/freeapp-coyo.ts,31,false,
faOf,function,src/types/freeapp-coyo.ts,54,false,
field,function,src/types/freeapp-coyo.ts,131,false,
fillHorn,function,src/types/sset-quasicat.ts,471,false,
fillInnerHorn2_Nerve,function,src/types/category-to-nerve-sset.ts,418,false,
filter,function,src/types/fingertree.ts,325,false,
filterTree,const,src/types/adt-tree.ts,47,false,
finalDemo,function,src/examples/final-comprehensive-demo.ts,19,false,
findFirst,const,src/types/cont.ts,215,false,
findMorphism,function,src/types/mini-finset.ts,307,false,
FingerTree,type,src/types/fingertree.ts,77,false,
Finite,interface,src/types/strong-monad.ts,169,false,
FiniteAbGroup,type,src/structures/ab/AbGroup.ts,4,false,
FiniteGroup,interface,src/structures/group/Group.ts,2,false,
FiniteMonoid,type,src/algebra/semiringlike/Monoid.ts,3,false,
FiniteNerve,function,src/types/category-to-nerve-sset.ts,973,false,
FiniteProf,interface,src/types/catkit-adjunction.ts,107,false,
FiniteRing,type,src/structures/ring/Ring.ts,5,false,
FiniteSemigroup,type,src/algebra/semiringlike/Semigroup.ts,1,false,
FiniteSet,type,src/set/Set.ts,6,false,
FiniteSmallCategory,interface,src/types/category-to-nerve-sset.ts,1146,false,
FiniteSSet,interface,src/types/category-to-nerve-sset.ts,950,false,
FiniteSubset,type,src/types/ultrafilter.ts,11,false,
FinVect,type,src/types/finvect.ts,49,false,
firstIsomorphism,function,src/structures/group/theorems/FirstIso.ts,7,false,
firstIsomorphismData,function,src/algebra/group/FirstIso.ts,113,false,
Fix,type,src/types/advanced.ts,279,false,
Fn,type,src/types/hkt.ts,32,false,
FnM,type,src/types/category-to-nerve-sset.ts,768,false,
fold,const,src/gadt/adapters.ts,5,false,
Foldable,interface,src/types/foldable.ts,10,false,
foldAdd,const,src/types/optics-rewrite.ts,183,false,
foldBFin,const,src/gadt/basic/BFin.ts,48,false,
foldFree,const,src/types/advanced.ts,222,false,
foldFreeAp,const,src/types/advanced.ts,260,false,
foldFreeOptics,const,src/types/optics-free.ts,210,false,
foldl,function,src/types/fingertree.ts,330,false,
foldLeft,const,src/types/adt-list.ts,33,false,
foldMap,function,src/types/freeapp-coyo.ts,72,false,
foldMul,const,src/types/optics-rewrite.ts,196,false,
foldr,function,src/types/fingertree.ts,335,false,
foldRight,const,src/types/adt-list.ts,28,false,
foldRose,const,src/types/adt-rose.ts,33,false,
foldTerm,const,src/gadt/examples/Term.ts,30,false,
foldTree,const,src/types/adt-tree.ts,27,false,
foldVec,const,src/gadt/basic/Vec.ts,45,false,
forallAlong,function,src/types/rel-equipment.ts,343,false,
Forget,type,src/types/catkit-prisms.ts,44,false,
forgetAdditive,function,src/structures/ring/RingCategory.ts,39,false,
ForgetChoiceFree,const,src/types/optics-free.ts,74,false,
ForgetFree,type,src/types/optics-free.ts,60,false,
ForgetProfunctor,type,src/types/advanced.ts,105,false,
ForgetProfunctorFree,const,src/types/optics-free.ts,62,false,
forgetStrong,const,src/types/advanced.ts,116,false,
ForgetStrongFree,const,src/types/optics-free.ts,66,false,
formatBenchmarkResults,function,src/types/display-helpers.ts,377,false,
formatEMMonoidLaws,function,src/types/display-helpers.ts,302,false,
formatErrorSummary,function,src/types/display-helpers.ts,424,false,
formatHomologyResults,function,src/types/display-helpers.ts,402,false,
formatMonadLaws,function,src/types/display-helpers.ts,293,false,
formatOpticsLaws,function,src/types/display-helpers.ts,312,false,
formatRelationalLaws,function,src/types/display-helpers.ts,325,false,
formatTiming,function,src/types/display-helpers.ts,459,false,
formatWithToggle,function,src/types/display-helpers.ts,356,false,
formatWitness,function,src/types/witnesses.ts,438,false,
formatWitnesses,function,src/types/witnesses.ts,484,false,
FormF,type,src/types/freeapp-coyo.ts,127,false,
FoundTag,interface,src/types/math-trace-types.ts,25,false,
Free,type,src/types/optics-rewrite.ts,56,false,
FreeAlgebra,type,src/universal/rewrite/SetMonad.ts,19,false,
FreeAp,type,src/types/freeapp-coyo.ts,19,false,
FreeCoalgebra,interface,src/types/advanced.ts,231,false,
freeEMMonoid,function,src/types/strong-monad.ts,152,false,
freeInducedHom,function,src/universal/FreeAlgebra.ts,63,false,
FreeLegacy,type,src/types/advanced.ts,276,false,
FreeMonoid,function,src/algebra/semiringlike/free/FreeMonoid.ts,7,false,
FreeOptics,type,src/types/optics-free.ts,200,false,
fromArray,function,src/types/measured-fingertree.ts,67,false,
fromBigInt,function,src/number/Rational.ts,28,false,
fromChurch,const,src/gadt/Church.ts,12,false,
fromChurchBuilder,const,src/gadt/adapters.ts,10,false,
fromDelimited,const,src/types/shift-reset.ts,148,false,
fromHomologyQuiver,function,src/types/catkit-homology-bridge.ts,25,false,
fromNumber,const,src/gadt/basic/Nat.ts,14,false,
fromOpens,function,src/types/topology.ts,79,false,
fromOption,function,src/types/adt-sum-prod.ts,47,false,
fromProfunctorLens,function,src/types/optics-profunctor-bridge-safe.ts,266,false,
fromProfunctorPrism,function,src/types/optics-profunctor-bridge-safe.ts,273,false,
fromString,function,src/types/rope.ts,18,false,
fromTrivial,function,src/structures/group/GrpCat.ts,42,false,
fst,const,src/types/gadt-expr.ts,30,false,
fstLens,const,src/types/catkit-optics.ts,123,false,
ftSize,function,src/types/fingertree.ts,90,false,
Fun,type,src/types/rel-equipment.ts,179,false,
FuncCat,function,src/types/category-to-nerve-sset.ts,798,false,
FunctionSpace,type,src/types/ran-set.ts,21,false,
functionStrong,const,src/types/advanced.ts,90,false,
FunctionStrongFree,const,src/types/optics-free.ts,54,false,
FunctionWanderFree,const,src/types/optics-free.ts,177,false,
Functor,interface,src/types/functors.ts,9,false,
FunctorAlgebra,interface,src/types/adt-functor.ts,15,false,
functorById,function,src/types/diagram-dsl.ts,378,false,
FunctorCoalgebra,interface,src/types/adt-functor.ts,24,false,
FunctorF,interface,src/types/adt-functor.ts,3,false,
FunctorFree,interface,src/types/optics-free.ts,144,false,
functorToFinSet,function,src/types/diagram-dsl.ts,171,false,
funEqWitness,function,src/types/witnesses.ts,243,false,
FunEqWitness,type,src/types/witnesses.ts,20,false,
fusion,const,src/gadt/adapters.ts,7,false,
fuzzSpecImplLaws,function,src/examples/spec-impl-fuzz.ts,78,false,
G_inclusion,const,src/types/mini-finset.ts,188,false,
g1,const,src/types/category-to-nerve-sset.ts,220,false,
GAlgebra,type,src/gadt/Initial.ts,4,false,
GaloisAdjunctionWitness,type,src/types/witnesses.ts,163,false,
galoisAsAdjunction,function,src/types/catkit-posets.ts,169,false,
GaloisConnection,interface,src/types/catkit-posets.ts,134,false,
GaloisConnectionWitness,type,src/types/rel-lawcheck-witnessed.ts,30,false,
GB,type,src/gadt/basic/BFin.Lan.ts,19,false,
GBuilder,type,src/gadt/Initial.ts,15,false,
gbuildFrom,const,src/gadt/Initial.ts,18,false,
GCoalgebra,type,src/gadt/Initial.ts,5,false,
generateAllSubsets,function,src/types/rel-equipment.ts,408,false,
generateDegeneracies,function,src/types/sset-quasicat.ts,353,false,
generateRandomTerm,function,src/types/optics-rewrite-bridge.ts,196,false,
genericRewrite,function,src/types/optics-rewrite.ts,601,false,
getAllMathRecords,function,src/types/math-trace-registry.ts,70,false,
getAllMorphisms,function,src/types/mini-finset.ts,300,false,
getCanonical,function,src/algebra/group/CanonicalGroups.ts,127,false,
getCategoryStats,function,src/types/mini-finset.ts,374,false,
getConfig,function,src/types/config.ts,22,false,
getGlobalRelStrategy,function,src/types/rel-common.ts,204,false,
getHornWitness,function,src/types/sset-quasicat.ts,428,false,
getMathRecord,function,src/types/math-trace-registry.ts,62,false,
getMor,function,src/types/diagram-dsl.ts,344,false,
getParityConfig,function,src/types/rel-parity-guards.ts,63,false,
getSection,function,src/types/surjection-types.ts,47,false,
getSurjection,function,src/types/surjection-types.ts,43,false,
gfold,const,src/gadt/Initial.ts,7,false,
gfoldBuild,const,src/gadt/Initial.ts,26,false,
globalIsoRegistry,const,src/algebra/group/iso/EnhancedIsoClass.ts,100,false,
GmodZ_iso_Inn,function,src/structures/group/theorems/GmodZ_Inn.ts,8,false,
graph,function,src/types/rel-equipment.ts,181,false,
GroupHom,interface,src/structures/group/Hom.ts,4,false,
GroupHomWitnesses,interface,src/algebra/group/analyzeHom.ts,5,false,
GroupIso,type,src/structures/group/iso/GroupIso.ts,8,false,
groupToIsoClass,function,src/algebra/group/iso/GroupToTable.ts,67,false,
groupToTable,function,src/algebra/group/iso/GroupToTable.ts,10,false,
Grp,const,src/structures/group/Grp.ts,12,false,
GV,type,src/gadt/basic/Vec.Lan.ts,11,false,
H01_fromSSet_Z,function,src/types/catkit-homology.ts,668,false,
h1,const,src/types/category-to-nerve-sset.ts,221,false,
H1Presentation,type,src/types/catkit-homology.ts,493,false,
HAlgebra,type,src/higher/HFix.ts,39,false,
hasFailures,function,src/types/witnesses.ts,427,false,
HasHom,interface,src/types/catkit-kan.ts,16,false,
hasUniqueInnerHorn2_Nerve,function,src/types/category-to-nerve-sset.ts,430,false,
hcata,const,src/higher/HFix.ts,46,false,
hComp,function,src/types/double-functor.ts,54,false,
HComp,function,src/category/HComp.ts,11,false,
hcomposeTrans,function,src/types/category-to-nerve-sset.ts,1368,false,
head,function,src/types/fingertree.ts,304,false,
HeytingAlgebra,interface,src/types/algebraic.ts,58,false,
HFix,type,src/higher/HFix.ts,34,false,
HFunctor,interface,src/gadt/HFun.ts,5,false,
hfunctorLaws,function,src/category/HFunctor.ts,15,false,
Hin,const,src/higher/HFix.ts,35,false,
histo,const,src/types/adt-fix.ts,141,false,
HKT,type,src/types/hkt.ts,18,false,
HKT2,type,src/types/hkt.ts,19,false,
HKT2Prof,type,src/types/hkt.ts,26,false,
HKT3,type,src/types/hkt.ts,20,false,
hmapH,function,src/higher/HFix.ts,27,false,
hoareHolds,function,src/types/rel-equipment.ts,448,false,
hoareWitness,function,src/types/allegory-witness.ts,80,false,
HoareWitness,type,src/types/allegory-witness.ts,72,false,
hom,function,src/structures/group/Hom.ts,13,false,
homAdd,function,src/structures/ab/AbGroup.ts,31,false,
homEqByPoints,function,src/structures/group/cat/GroupCat.ts,17,false,
homIsoViaEquivalence,function,src/types/catkit-equivalence.ts,132,false,
homNeg,function,src/structures/ab/AbGroup.ts,42,false,
HomologyBuildOptions,type,src/types/catkit-homology.ts,18,false,
HomologyEdge,type,src/types/catkit-homology.ts,14,false,
homologyFromBoundary,function,src/types/snf-surface-api.ts,309,false,
HomologyObj,type,src/types/catkit-homology.ts,13,false,
HomologyPath,type,src/types/catkit-homology.ts,15,false,
HomologyQuiver,type,src/types/catkit-homology.ts,16,false,
homologyRankFromSNF,function,src/types/snf-surface-api.ts,293,false,
HomologyTwoSimplex,type,src/types/catkit-homology.ts,17,false,
Horn2Inner,type,src/types/sset-quasicat.ts,160,false,
Horn2InnerCheck,type,src/types/sset-quasicat.ts,173,false,
Horn2Outer,type,src/types/sset-quasicat.ts,195,false,
Horn2OuterCheck,type,src/types/sset-quasicat.ts,216,false,
Horn3,type,src/types/sset-quasicat.ts,248,false,
Horn3Check,type,src/types/sset-quasicat.ts,282,false,
HornSpec,type,src/types/sset-quasicat.ts,421,false,
Hout,const,src/higher/HFix.ts,36,false,
hylo,const,src/types/adt-fix.ts,53,false,
hyloChurch,const,src/gadt/adapters.ts,13,false,
hyloSum,const,src/types/adt-list.ts,69,false,
i1,const,src/types/category-to-nerve-sset.ts,360,false,
i2,const,src/types/category-to-nerve-sset.ts,365,false,
id,function,src/structures/ring/RingHom.ts,28,false,
Id,type,src/types/catkit-traversal.ts,18,false,
IdApp,const,src/types/catkit-traversal.ts,19,false,
Ideal,type,src/structures/ring/Ideal.ts,4,false,
idealGeneratedBy,function,src/structures/ring/Ideal.ts,10,false,
identityDoubleFunctor,function,src/types/double-lax-functor-interface.ts,123,false,
identityRanExample,function,src/types/ran-set.ts,359,false,
IdFree,const,src/types/optics-free.ts,163,false,
IdFunctor,function,src/types/catkit-adjunction.ts,16,false,
idHom,function,src/structures/group/GrpCat.ts,13,false,
idStoch,function,src/prob/Markov.ts,33,false,
idSurjection,function,src/types/surjection-types.ts,69,false,
idx,function,src/util/guards.ts,7,false,
iff,const,src/types/gadt-expr.ts,32,false,
image,function,src/structures/group/builders/Quotient.ts,104,false,
imageSubgroup,function,src/algebra/group/Image.ts,5,false,
Impure,const,src/types/optics-rewrite.ts,61,false,
In,const,src/types/adt-fix.ts,7,false,
inclusion,function,src/top/Embeddings.ts,4,false,
inclusionWitness,function,src/types/witnesses.ts,189,false,
InclusionWitness,type,src/types/witnesses.ts,10,false,
indexOf,function,src/types/rope.ts,86,false,
indexScheme,function,src/structures/group/pairing/PairingScheme.ts,38,false,
indiscrete,function,src/types/topology.ts,62,false,
induceBottom,function,src/types/double-functor.ts,35,false,
InitialAlgebra,interface,src/types/adt-functor.ts,42,false,
initParityChecking,function,src/types/rel-parity-guards.ts,31,false,
injectiveOn,function,src/structures/group/HomHelpers.ts,3,false,
inl,const,src/types/adt-sum-prod.ts,7,false,
Inl,type,src/types/adt-sum-prod.ts,3,false,
inlineLetVar,const,src/types/optics-rewrite.ts,239,false,
innerAutomorphisms,function,src/structures/group/automorphisms/Inner.ts,7,false,
InnerHorn2,type,src/types/category-to-nerve-sset.ts,384,false,
InnerHornN,type,src/types/category-to-nerve-sset.ts,931,false,
innGroup,function,src/structures/group/automorphisms/Inner.ts,20,false,
inr,const,src/types/adt-sum-prod.ts,8,false,
Inr,type,src/types/adt-sum-prod.ts,4,false,
insertAt,function,src/types/rope.ts,33,false,
InstrumentedRel,class,src/types/rel-parity-guards.ts,359,false,
Int,type,src/types/snf-witness.ts,7,false,
inter,const,src/types/ultrafilter.ts,97,false,
interchangeHolds,function,src/types/double-functor.ts,91,false,
interpretInSet,function,src/universal/lawvere/SetFunctor.ts,11,false,
intersectionSubgroup,function,src/algebra/group/SubgroupOps.ts,14,false,
intersectionViaAnd,function,src/types/mini-finset.ts,321,false,
intersectUltrafilters,function,src/types/ultrafilter-monad.ts,163,false,
Invariant,interface,src/types/functors.ts,19,false,
invertNatIso,function,src/types/catkit-equivalence.ts,79,false,
invUnimodular,function,src/types/catkit-homology.ts,129,false,
IRel,interface,src/types/rel-common.ts,9,false,
isAction,function,src/structures/group/actions/Action.ts,9,false,
Isbell,function,src/types/isbell.ts,35,false,
isBijection,function,src/types/double-functor.ts,110,false,
isCanonicalType,function,src/algebra/group/IsoClass.ts,86,false,
isChain,function,src/order/Domain.ts,12,false,
isCI,function,src/types/display-helpers.ts,482,false,
isCoalgebraHom,function,src/coalgebra/Coalgebra.ts,8,false,
isCompact,function,src/types/topology.ts,175,false,
isCongruence,function,src/algebra/group/Congruence.ts,30,false,
isContinuous,function,src/types/topology.ts,109,false,
isDiscrete,function,src/types/codensity-set.ts,187,false,
isEmpty,function,src/types/fingertree.ts,300,false,
isEnhancedCongruence,function,src/algebra/group/EnhancedCongruence.ts,11,false,
isFieldComm,function,src/structures/ring/Ideal.ts,114,false,
isGalois,function,src/order/Galois.ts,11,false,
isGroup,function,src/algebra/group/Group.ts,10,false,
isHausdorff,function,src/types/topology.ts,160,false,
isHom,function,src/structures/group/Isomorphism.ts,27,false,
isIdeal,function,src/structures/ring/Ideal.ts,36,false,
isInl,function,src/types/adt-sum-prod.ts,28,false,
isInnerAutomorphism,function,src/structures/group/automorphisms/Conjugation.ts,15,false,
isInr,function,src/types/adt-sum-prod.ts,32,false,
isIsomorphism,function,src/structures/group/Isomorphism.ts,70,false,
isLatinSquare,function,src/algebra/group/iso/CanonicalTable.ts,8,false,
isLeft,function,src/types/adt-sum-prod.ts,58,false,
isMaximalIdealComm,function,src/structures/ring/Ideal.ts,138,false,
isMonoidHom,function,src/algebra/semiringlike/Monoid.ts,24,false,
isMonotone,function,src/order/Poset.ts,33,false,
isNone,const,src/types/strong-monad.ts,17,false,
isNormal,function,src/structures/group/Quotient.ts,8,false,
isNormalSubgroup,function,src/structures/group/builders/Quotient.ts,11,false,
iso,const,src/types/advanced.ts,65,false,
Iso,interface,src/types/catkit-equivalence.ts,46,false,
isoClass,function,src/algebra/group/IsoClass.ts,22,false,
IsoClass,class,src/algebra/group/iso/IsoClass.ts,4,false,
IsoClassRegistry,class,src/algebra/group/iso/EnhancedIsoClass.ts,60,false,
isoComp,function,src/structures/group/iso/GroupIso.ts,20,false,
isoEqByPoints,function,src/structures/group/iso/GroupIso.ts,33,false,
isoFree,const,src/types/optics-free.ts,87,false,
isOfType,function,src/types/gadt-expr.ts,180,false,
isoId,function,src/structures/group/iso/GroupIso.ts,14,false,
isoInverse,function,src/structures/group/iso/GroupIso.ts,28,false,
isoLaws,function,src/laws/Witness.ts,31,false,
IsoOps,const,src/structures/group/iso/IsoOps.ts,4,false,
isPoset,function,src/order/Poset.ts,14,false,
isPrimeIdealComm,function,src/structures/ring/Ideal.ts,127,false,
isPrincipalWith,function,src/types/ultrafilter.ts,226,false,
isQuasiCategory,function,src/types/sset-quasicat.ts,305,false,
isRight,function,src/types/adt-sum-prod.ts,62,false,
isRingHom,function,src/structures/ring/RingHom.ts,10,false,
isRowStochastic,function,src/prob/Markov.ts,5,false,
isS,const,src/gadt/basic/Nat.ts,8,false,
isSameTableUpToRename,function,src/algebra/group/Cayley.ts,17,false,
isScottContinuous,function,src/order/Domain.ts,45,false,
isSome,const,src/types/strong-monad.ts,16,false,
isSquareCommutative,function,src/types/double-lax-functor-interface.ts,157,false,
isSubgroup,function,src/structures/group/Subgroup.ts,35,false,
isSubset,const,src/types/ultrafilter.ts,109,false,
isSurjection,function,src/types/double-functor.ts,205,false,
isSurjectionSplit,function,src/types/surjection-types.ts,131,false,
isT0,function,src/types/topology.ts,130,false,
isUAHom,function,src/universal/Hom.ts,12,false,
isZ,const,src/gadt/basic/Nat.ts,7,false,
join,function,src/types/catkit-posets.ts,280,false,
JoinSemilattice,interface,src/types/algebraic.ts,47,false,
KanExtensionProblem,interface,src/types/catkit-comma-kan-bridge.ts,21,false,
kcomp,function,src/prob/Kleisli.ts,12,false,
ker,function,src/structures/ab/builders/KernelsCokernels.ts,7,false,
kernel,function,src/structures/group/builders/Quotient.ts,91,false,
Kernel,type,src/prob/Kleisli.ts,4,false,
kernelNormalSubgroup,function,src/algebra/group/Kernel.ts,5,false,
